t_stamp,drift,batch_loss,avg_loss,cum_loss,mincum_loss,PH
0,0,0.0,0.0,0.0,0.0,0.0
10,0,0.8924870271109828,0.8924870271109828,-0.1,-0.1,-inf
15,0,0.8787254252794219,0.8856062261952024,-0.20688080091578046,-0.20688080091578046,-0.10688080091578045
20,0,0.4818295953208117,0.7510140159037387,-0.5760652214987074,-0.5760652214987074,-0.369184420582927
25,0,0.4009264933624054,0.6634921352684053,-0.9386308634047074,-0.9386308634047074,-0.36256564190599994
30,0,0.4630196192786675,0.6233976320704577,-1.1990088761964977,-1.1990088761964977,-0.2603780127917903
35,0,0.47259345909101286,0.5982636032405503,-1.4246790203460353,-1.4246790203460353,-0.22567014414953768
40,0,0.31655996947827303,0.5580202269887964,-1.7661392778565588,-1.7661392778565588,-0.34146025751052345
45,0,0.4767215241284045,0.5478578891312473,-1.9372756428594018,-1.9372756428594018,-0.17113636500284302
50,0,0.4711819441657089,0.5393383396906319,-2.105432038384325,-2.105432038384325,-0.16815639552492323
55,0,0.479075451464546,0.5333120508680234,-2.259668637787802,-2.259668637787802,-0.15423659940347711
60,0,0.43341990295894217,0.5242309465126522,-2.450479681341512,-2.450479681341512,-0.19081104355371004
65,0,0.42556681055504325,0.5160089351828514,-2.6409218059693202,-2.6409218059693202,-0.19044212462780807
70,0,0.4867157295031374,0.5137556116690273,-2.7679616881352103,-2.7679616881352103,-0.12703988216589002
75,0,0.5386515707363669,0.5155338944595516,-2.844844011858395,-2.844844011858395,-0.0768823237231846
80,0,0.49877360793039693,0.5144165420242746,-2.9604869459522725,-2.9604869459522725,-0.1156429340938776
85,0,0.3025005407100134,0.5011717919421332,-3.259158197184392,-3.259158197184392,-0.2986712512321197
90,0,0.3375000900476727,0.49154404477187086,-3.5132021519085903,-3.5132021519085903,-0.25404395472419816
95,0,0.4066324998938177,0.4868267367230901,-3.693396388737863,-3.693396388737863,-0.18019423682927282
100,0,0.30969229669137943,0.47750387145826323,-3.961207963504747,-3.961207963504747,-0.2678115747668839
105,0,0.37867614661167515,0.4725624852159338,-4.155094302109005,-4.155094302109005,-0.1938863386042584
110,0,0.38345599632507615,0.46831931907827395,-4.339957624862203,-4.339957624862203,-0.1848633227531975
115,0,0.5189984789482743,0.47062291725418304,-4.391582063168111,-4.391582063168111,-0.05162443830590835
120,0,0.4585033729214187,0.4700959805440629,-4.503174670790755,-4.503174670790755,-0.11159260762264367
125,0,0.44258688258971207,0.46894976812929823,-4.629537556330341,-4.629537556330341,-0.12636288553958597
130,0,0.4026985230952417,0.466299718327936,-4.793138751563035,-4.793138751563035,-0.1636011952326939
135,0,0.4444646483154212,0.4654599079428393,-4.914134011190453,-4.914134011190453,-0.12099525962741797
140,0,0.4877450998206629,0.46628528541979575,-4.992674196789585,-4.992674196789585,-0.0785401855991319
145,0,0.4394067706933994,0.4653253384652816,-5.118592764561466,-5.118592764561466,-0.12591856777188148
150,0,0.4338355291124499,0.46423948297035644,-5.248996718419372,-5.248996718419372,-0.13040395385790582
155,0,0.4211412376118241,0.46280287479173876,-5.390658355599286,-5.390658355599286,-0.1416616371799142
160,0,0.45556191336351837,0.46256929539082847,-5.497665737626596,-5.497665737626596,-0.10700738202730964
165,0,0.47066248425289536,0.46282220754276804,-5.589825460916468,-5.589825460916468,-0.0921597232898721
170,0,0.39018305418944677,0.4606210210775159,-5.760263427804537,-5.760263427804537,-0.1704379668880689
175,0,0.4633958328845768,0.4607026331894883,-5.857570228109448,-5.857570228109448,-0.0973068003049109
180,0,0.4341222820235532,0.4599431945847473,-5.9833911406706415,-5.9833911406706415,-0.12582091256119377
185,0,0.3829192444024526,0.45780364041301685,-6.158275536681206,-6.158275536681206,-0.17488439601056438
190,0,0.43739856389574605,0.457252151858496,-6.2781291246439554,-6.2781291246439554,-0.11985358796274959
195,0,0.4540245224328051,0.4571672142420305,-6.3812718164531805,-6.3812718164531805,-0.10314269180922508
200,0,0.2713402011816706,0.4524024190353546,-6.662334034306864,-6.662334034306864,-0.2810622178536839
205,0,0.4367082613373815,0.45201006509290526,-6.777635838062388,-6.777635838062388,-0.11530180375552312
210,0,0.40500245571063936,0.45086353803480117,-6.923496920386549,-6.923496920386549,-0.14586108232416173
215,0,0.42134907962050694,0.45016081283446086,-7.052308653600503,-7.052308653600503,-0.12881173321395334
220,0,0.39090011332301444,0.44878265703186904,-7.210191197309357,-7.210191197309357,-0.15788254370885468
225,0,0.3882711442956787,0.4474073953787738,-7.369327448392451,-7.369327448392451,-0.15913625108309404
230,0,0.39881035392734693,0.44632746112429766,-7.516844555589402,-7.516844555589402,-0.14751710719695055
235,0,0.4329647244422958,0.446036966848602,-7.629916797995708,-7.629916797995708,-0.11307224240630642
240,0,0.44254003512497925,0.44596256404597173,-7.7333393269167,-7.7333393269167,-0.10342252892099157
245,0,0.4606038324960096,0.44626759047201414,-7.819003084892704,-7.819003084892704,-0.085663757976004
