t_stamp,drift,batch_loss,avg_loss,cum_loss,mincum_loss,PH
390,1,0.4182773057006314,0.4068474327516173,-9.253635444583919,-9.595067392571192,0.3414319479872727
395,0,0.27096248512982185,0.4050356334499933,-9.48770859290409,-9.595067392571192,0.10735879966710193
400,0,0.33159669086156984,0.40386993594858983,-9.65998183799111,-9.65998183799111,-0.06491444541991775
405,0,0.4040231192107123,0.40387232943706053,-9.759831048217457,-9.759831048217457,-0.0998492102263473
410,0,0.3604847852255573,0.4032048287568835,-9.902551091748784,-9.902551091748784,-0.14272004353132672
415,0,0.3258588845998154,0.4020329205120795,-10.078725127661047,-10.078725127661047,-0.176174035912263
420,0,0.4172221241460482,0.40225962504392976,-10.163762628558928,-10.163762628558928,-0.0850375008978812
425,0,0.3716746223426811,0.4018098455924408,-10.293897851808687,-10.293897851808687,-0.13013522324975924
430,0,0.5847685717063043,0.40446142133322144,-10.213590701435605,-10.293897851808687,0.08030715037308234
435,0,0.4409893136634346,0.40498324836651023,-10.27758463613868,-10.293897851808687,0.016313215670006542
440,0,0.35267440069536626,0.4042465040331138,-10.429156739476428,-10.429156739476428,-0.13525888766774052
445,0,0.4838064120784419,0.40535150275596554,-10.450701830153951,-10.450701830153951,-0.02154509067752386
450,0,0.34785763051617946,0.4045639154650095,-10.607408115102782,-10.607408115102782,-0.15670628494883054
455,0,0.35610312985185694,0.40390903998375066,-10.755214025234675,-10.755214025234675,-0.14780591013189337
460,0,0.4368048740582326,0.40434765110474374,-10.822756802281186,-10.822756802281186,-0.06754277704651024
465,0,0.41730945962555654,0.4045182012168597,-10.909965543872488,-10.909965543872488,-0.08720874159130254
470,0,0.38199179776958947,0.40422565052273934,-11.032199396625638,-11.032199396625638,-0.12223385275314946
475,0,0.4414477818551067,0.4047028573346928,-11.095454472105223,-11.095454472105223,-0.06325507547958509
480,0,0.40607658485490183,0.4047202462906448,-11.194098133540965,-11.194098133540965,-0.09864366143574266
485,0,0.3387452656035367,0.40389555903205593,-11.359248426969485,-11.359248426969485,-0.1651502934285194
490,0,0.5159137673332425,0.4052784998752804,-11.348613159511522,-11.359248426969485,0.010635267457962172
495,0,0.35926454161394183,0.40471735404282505,-11.494065971940405,-11.494065971940405,-0.1348175449709199
500,0,0.4775761351032327,0.405595170682107,-11.522085007519278,-11.522085007519278,-0.02801903557887364
